_id,CURRENT BUILDING EVAL SCORE,FENCING,BUILDING CLEANLINESS,INT. HANDRAIL / GUARD - MAINT.,GRAFFITI,CLEANING LOG,PEST CONTROL LOG,MAINTENANCE LOG,STATE OF GOOD REPAIR PLAN,TENANT SERVICE REQUEST LOG,INT. HALLWAY - WALLS / CEILING,LATITUDE,LONGITUDE
154,85,1,2,3,2,1,1,1,1,1,3,43.732555272,-79.437392397
2120,78,1,1,2,3,1,1,1,3,1,2,43.732579372,-79.43469867
2450,90,2,3,2,3,3,3,3,2,3,2,43.7325904948,-79.2744267602
153,98,3,3,3,3,3,3,3,2,3,3,43.732639182,-79.437041104
152,86,3,3,1,3,3,1,1,3,1,3,43.732716826,-79.436724648
151,80,1,3,2,3,3,3,3,3,3,1,43.732772207,-79.436439101
150,95,1,3,3,3,3,1,3,3,3,3,43.732838048,-79.4361362
2123,82,3,3,3,3,1,1,1,1,1,2,43.732850466,-79.435796774
3325,87,1,3,2,3,3,3,3,3,3,2,43.732860887,-79.341819625
2841,90,3,3,3,3,3,3,3,1,3,2,43.7328848087,-79.3055213856
264,86,3,3,3,3,0,0,0,0,0,3,43.732886366,-79.347858504
2842,87,2,3,3,3,1,1,1,1,1,3,43.7328892774,-79.3065969199
2121,75,2,1,2,3,1,1,1,1,1,2,43.732993608,-79.435337662
2119,76,3,3,3,3,3,1,1,3,1,3,43.733057329,-79.435090946
3326,90,1,3,2,3,3,3,3,3,3,3,43.7330607404,-79.340845323
1069,57,2,1,2,2,1,1,1,1,1,1,43.7330831623,-79.4839523321
2118,87,1,3,3,3,1,1,1,1,1,3,43.733108285,-79.434844244
2117,83,1,3,2,2,3,3,3,3,3,1,43.733150104,-79.434584964
2562,97,3,3,3,3,3,3,3,3,3,2,43.7332452174,-79.2592760831
3328,92,3,3,3,3,3,3,3,3,3,3,43.7332472948,-79.3395613564
2116,69,1,3,1,3,1,1,1,1,1,1,43.733248379,-79.434101632
717,73,1,2,2,2,1,1,1,1,1,1,43.7333055043,-79.4840342127
3123,75,2,2,2,2,3,3,1,0,3,3,43.733312244,-79.537225843
1650,97,3,3,3,3,3,3,3,3,3,3,43.733380914,-79.43358678
1648,87,2,3,3,1,3,1,2,1,2,3,43.733381348,-79.432711537
3333,84,2,3,2,3,1,1,1,1,3,3,43.733390855,-79.347625086
614,88,2,3,3,3,3,3,3,3,3,3,43.733517472,-79.341726092
1108,92,3,3,3,3,3,3,3,1,3,2,43.733524575,-79.269328158
3327,89,3,3,3,3,3,3,3,3,3,2,43.7335956661,-79.3405231156
1109,95,3,3,3,3,3,3,3,3,3,3,43.73370569,-79.267965218
2872,83,2,3,2,3,3,3,3,3,3,1,43.7337528982,-79.3068920324
44,79,3,2,2,3,3,3,3,3,2,2,43.733771348,-79.433653399
2635,94,3,3,3,3,3,3,3,3,3,2,43.733905678,-79.348918427
1070,71,2,2,2,2,3,3,3,3,3,2,43.733936256,-79.484144321
2337,87,1,2,2,3,3,3,3,3,3,3,43.734079538,-79.403838769
80,100,2,3,3,3,3,3,3,3,3,3,43.734150957,-79.2574811613
2873,96,2,3,3,3,1,3,3,3,3,3,43.7343053211,-79.307065705
1651,79,2,1,1,3,3,3,3,3,3,2,43.734306073,-79.433720291
1110,86,2,3,3,3,1,1,1,1,1,3,43.7343403668,-79.2681240316
615,91,2,3,2,3,3,3,3,3,3,3,43.7346398069,-79.3419288019
1111,85,3,3,3,3,3,3,3,3,3,1,43.7346483486,-79.268437993
3278,89,3,3,2,3,3,3,3,3,3,2,43.734757435,-79.445351342
2531,67,1,1,2,3,1,3,3,1,1,2,43.734792041,-79.405012706
350,94,2,3,3,3,3,3,3,3,3,2,43.734818534,-79.300588721
2589,83,1,3,3,3,1,2,1,1,1,2,43.734987603,-79.405127399
541,90,3,2,3,3,1,3,1,3,1,2,43.7350794611,-79.2480505493
2874,98,2,3,3,3,3,3,3,3,3,3,43.7350883959,-79.3075489719
616,93,2,3,2,3,3,3,3,3,3,3,43.735097283,-79.342235727
1112,75,3,1,2,3,1,3,3,3,3,1,43.7351335266,-79.2685742385
2590,61,1,1,2,3,2,1,1,1,2,1,43.735134254,-79.405173359
542,84,1,2,3,3,2,3,2,3,3,2,43.7352342615,-79.2476716721
298,96,3,3,3,3,3,3,3,3,3,3,43.7353054239,-79.2199852938
1361,87,2,3,2,2,3,3,3,3,3,3,43.735314433,-79.446969691
1071,88,3,3,2,3,1,1,1,1,1,3,43.735338064,-79.484558662
3329,96,3,3,3,3,3,3,3,3,3,3,43.7353799948,-79.3409353127
2843,92,3,3,3,3,1,1,1,1,1,3,43.7354870834,-79.3066470427
617,91,2,2,2,3,3,3,3,1,3,1,43.73550645,-79.342341972
1072,92,1,3,2,3,3,3,3,3,3,3,43.735513832,-79.484593132
2875,86,1,2,2,2,1,3,3,3,3,1,43.735657495,-79.3078726793
3330,93,3,3,3,3,3,3,3,3,3,3,43.7357778684,-79.3410317074
1073,75,2,2,2,3,1,1,1,1,1,2,43.735849503,-79.484562864
912,87,3,3,1,1,1,3,3,3,3,3,43.7359170321,-79.3507079954
3277,74,3,2,3,3,1,1,1,1,1,3,43.735937772,-79.439651849
618,99,3,3,3,3,3,3,3,3,3,3,43.735948407,-79.342481853
297,95,3,2,3,3,3,3,3,3,3,2,43.7359730644,-79.2190996441
1113,90,3,3,3,3,3,3,3,1,3,3,43.7359936436,-79.2687949142
3276,75,2,3,2,3,1,1,1,1,1,2,43.736011622,-79.439339913
3275,84,1,2,2,3,3,3,1,3,1,2,43.736071157,-79.439043757
913,73,1,3,2,3,1,1,1,1,1,2,43.7361423501,-79.3497718848
914,87,1,3,1,3,3,3,3,3,3,2,43.736202426,-79.34939102
1074,84,2,3,2,3,3,3,1,3,1,3,43.736204601,-79.484886345
3274,85,1,2,2,2,3,3,3,3,3,2,43.736205215,-79.44139433
3331,97,1,3,3,3,3,3,3,3,3,3,43.7362179741,-79.3411712705
1125,89,2,3,3,2,3,3,3,3,3,2,43.736219646,-79.443095826
2929,87,1,2,2,3,3,3,3,3,3,2,43.736228569,-79.446122884
2324,79,3,3,3,1,3,3,3,3,3,1,43.736255093,-79.256313276
2330,95,3,3,3,3,3,3,3,1,3,2,43.7362667002,-79.253868081
3273,87,1,3,2,2,3,3,3,3,3,2,43.736271595,-79.44053564
1114,91,3,3,3,3,3,3,3,3,3,3,43.7363184014,-79.2689338549
2325,89,1,3,3,3,3,3,3,3,3,2,43.7363547556,-79.2553148807
2329,94,3,3,3,3,3,3,3,1,3,2,43.7363547745,-79.2538980653
915,91,1,3,3,1,3,3,3,3,3,2,43.736369132,-79.349349482
1075,76,3,2,2,3,1,1,1,1,1,2,43.736373339,-79.484931855
2328,94,1,3,3,3,3,3,3,3,3,2,43.7364538465,-79.2539355905
619,97,3,3,3,3,3,3,3,3,3,3,43.736543344,-79.342621785
2326,93,3,3,3,3,3,3,3,1,3,2,43.7365696854,-79.255181683
3272,88,1,3,2,2,3,3,3,3,3,2,43.736611247,-79.439571975
2327,94,3,3,3,3,3,3,3,1,3,2,43.7366529492,-79.2546800304
1076,77,3,3,2,3,1,3,3,1,3,3,43.736711483,-79.48501293
299,98,3,3,3,3,3,3,3,3,3,2,43.736752064,-79.2186571
1362,91,1,3,2,3,3,3,3,3,3,2,43.736808651,-79.446539403
2869,86,2,3,2,3,3,3,3,3,3,2,43.736844271,-79.49297506
2930,86,1,2,2,3,3,3,3,3,3,2,43.7369856,-79.446046582
81,79,2,3,2,1,3,3,3,1,3,2,43.7370346448,-79.2585189025
917,89,3,3,3,2,3,3,3,3,3,2,43.737103926,-79.342018814
2876,92,3,3,3,3,3,3,3,3,3,3,43.7371060348,-79.3073327749
2323,89,3,2,3,3,3,3,1,1,3,2,43.7371458262,-79.2565312101
3332,92,1,3,3,3,3,3,3,3,3,2,43.7371481492,-79.3412586289
2868,86,3,2,2,3,3,3,3,3,3,2,43.737360084,-79.492713493
1363,86,1,3,2,3,3,3,3,3,3,3,43.737466947,-79.446430017
916,98,2,3,3,3,3,3,3,3,3,3,43.73749502,-79.343845112
1077,72,2,1,2,1,1,3,3,1,3,2,43.737577283,-79.485071395
2877,94,3,3,3,3,3,3,3,3,3,3,43.7375816521,-79.3075261759
621,83,3,3,2,3,1,1,1,1,2,2,43.737742938,-79.343010941
2931,90,1,3,3,3,3,3,3,3,3,3,43.737831754,-79.446511032
1095,83,3,2,3,3,1,1,1,1,3,1,43.737871114,-79.581196321
620,95,2,3,2,3,3,3,3,3,3,3,43.73795553,-79.344349052
1078,86,1,3,2,3,1,1,1,3,3,1,43.737973065,-79.485310164
918,91,2,3,3,3,3,3,3,3,3,2,43.737983924,-79.342495108
1115,84,3,3,3,3,1,3,3,1,3,2,43.7379997073,-79.2696666351
2878,95,3,3,3,3,3,3,3,3,3,2,43.7380491988,-79.3077126
2884,92,2,3,2,3,3,3,3,3,3,3,43.7381014953,-79.3086822103
3271,93,1,3,2,3,1,3,3,3,3,2,43.7381824127,-79.427971659
919,91,1,3,3,3,3,3,3,3,3,3,43.73819329,-79.34146372
622,88,2,3,2,3,3,3,2,3,3,3,43.738253385,-79.343130199
1093,82,3,1,3,3,1,3,3,1,3,2,43.738349277,-79.580921865
1094,86,1,1,3,2,3,3,3,3,3,3,43.738349277,-79.580921865
1974,85,3,3,2,3,1,1,1,3,1,2,43.7384211629,-79.4206636772
636,74,2,3,2,3,3,3,3,3,3,3,43.7384416423,-79.4861508679
2633,88,3,3,3,3,3,3,3,2,3,2,43.7384970558,-79.5771085604
3186,92,1,3,3,3,3,3,3,3,3,3,43.7385153084,-79.4915401712
3269,76,1,3,2,3,0,0,0,3,0,2,43.7385844843,-79.4263900069
3449,93,1,3,2,3,2,2,2,2,2,3,43.7386011415,-79.3432263203
3447,89,3,3,3,1,3,3,3,3,3,2,43.7386434088,-79.3427110169
3389,87,1,3,2,3,3,3,3,3,3,2,43.738720321,-79.419728517
3451,82,1,3,2,3,2,2,2,2,2,3,43.738740299,-79.3434691076
3268,90,1,3,2,3,3,3,3,3,3,3,43.73875197,-79.425573967
3445,91,1,3,2,3,2,2,2,2,2,3,43.7387840807,-79.3424492566
801,81,1,1,2,3,1,3,3,3,3,2,43.7388442337,-79.578720865
3441,88,1,3,2,3,2,2,2,2,2,3,43.7388622795,-79.3416192822
2879,94,3,3,3,3,3,3,3,3,3,2,43.7388748682,-79.3078956075
3267,98,3,3,3,3,3,3,3,3,3,3,43.738880416,-79.42503067
3187,83,2,3,2,1,3,3,3,3,3,2,43.7388982847,-79.4917361524
1652,98,3,3,3,3,3,3,3,3,3,3,43.738917845,-79.4348039821
3443,89,1,3,2,3,3,3,3,3,3,2,43.7389485514,-79.3418652477
2584,86,2,3,3,2,3,3,3,3,3,2,43.738969517,-79.243344993
3450,86,1,2,2,3,1,3,3,1,3,2,43.7389927297,-79.3435489971
3266,89,2,3,1,3,3,3,3,3,3,3,43.739044142,-79.424324774
1116,91,3,3,2,3,3,1,3,1,3,2,43.739089427,-79.270177266
1975,82,1,3,1,3,3,3,3,3,3,2,43.7391666811,-79.4208996386
3448,93,1,3,2,3,2,2,2,2,2,3,43.739178679,-79.3433554999
2791,93,1,2,3,3,3,3,3,3,3,3,43.739193551,-79.518140136
3270,90,1,2,2,3,3,3,3,3,3,2,43.739204577,-79.426081069
2880,93,2,3,3,3,3,3,3,3,3,3,43.7392166771,-79.3081651793
3446,90,1,3,2,3,2,2,2,2,2,3,43.739250167,-79.3428089774
3265,89,3,3,2,3,3,3,3,3,3,2,43.739288979,-79.422672379
2582,80,3,3,3,3,3,3,3,1,3,3,43.7393268153,-79.2437802418
3444,92,1,3,2,3,2,2,2,2,2,3,43.739344531,-79.3421666276
2585,86,3,3,3,3,3,3,3,1,3,1,43.739359679,-79.2426271
786,97,1,3,3,3,3,3,3,3,3,3,43.7393701329,-79.2153343914
3442,91,1,3,3,3,2,2,2,2,2,3,43.7395217352,-79.342024827
1117,97,3,3,2,3,3,3,3,3,3,3,43.739624156,-79.270445694
2881,99,3,3,3,3,3,3,3,3,3,3,43.7396579744,-79.3080818022
543,97,3,3,3,3,3,3,3,3,3,2,43.739765597,-79.244887237
3206,94,3,3,3,3,3,3,3,3,3,3,43.7399203058,-79.4200552723
1118,89,1,3,3,3,3,3,3,3,3,3,43.73995556,-79.270578917
2882,100,3,3,3,3,3,3,3,3,3,2,43.7399748227,-79.308126745
68,99,3,3,3,3,3,3,3,3,3,3,43.7399757697,-79.2395009689
3390,87,1,1,2,3,3,3,3,3,3,2,43.739976436,-79.423993594
2789,87,2,2,3,3,3,3,3,3,3,2,43.740025128,-79.509714967
2583,97,3,3,3,3,3,3,3,3,3,3,43.7401259268,-79.2429318294
2580,96,3,3,3,3,3,3,3,3,3,2,43.7402066562,-79.2449174192
1979,96,1,3,3,3,3,3,3,3,3,3,43.740221705,-79.42255134
544,95,3,3,3,3,3,3,3,3,3,2,43.7402230194,-79.2461237293
2883,84,3,1,3,3,3,3,3,3,3,2,43.7402910045,-79.3084921125
1119,74,3,1,1,3,3,3,3,1,3,1,43.740395354,-79.270793343
3264,91,2,3,2,3,3,3,3,3,3,3,43.740401247,-79.4209043268
1801,95,3,3,3,3,3,3,3,3,3,2,43.74041174,-79.423712274
2581,89,3,3,3,3,3,3,3,2,3,3,43.7404592839,-79.2437182596
2887,69,2,2,2,1,1,1,1,1,2,1,43.7404974664,-79.3102350058
2245,90,2,3,3,3,3,3,1,3,3,3,43.74056645,-79.51433144
2689,96,3,3,3,3,3,3,3,3,3,1,43.7406632771,-79.4927548873
1889,86,3,1,2,1,3,3,3,3,3,2,43.740664525,-79.226955071
2586,87,3,3,3,2,3,3,3,3,3,2,43.740721248,-79.240407141
545,99,3,3,3,3,3,3,3,3,3,2,43.740755193,-79.246090296
1802,92,3,3,3,3,3,3,3,3,3,3,43.740764141,-79.423179798
3179,98,3,3,3,3,2,2,2,3,3,2,43.7407950655,-79.5403431231
3404,96,3,3,3,3,3,3,3,3,3,3,43.7408614769,-79.3286037917
1976,84,1,3,2,3,3,3,3,3,3,1,43.740911105,-79.421071496
55,96,2,3,3,3,3,3,3,3,3,2,43.7409528435,-79.2252456452
1200,95,3,3,3,3,3,3,3,3,3,3,43.7409544272,-79.2260065723
2888,79,1,1,2,3,3,3,3,3,3,2,43.7409546826,-79.3112631324
546,87,2,3,3,3,1,1,1,1,1,2,43.7409655734,-79.2446148639
3462,95,1,3,3,3,3,3,3,3,3,3,43.7410579572,-79.3274491522
920,78,1,2,2,1,3,2,3,1,3,2,43.741069981,-79.31303466
69,81,2,2,3,1,3,3,3,3,3,2,43.741102061,-79.241172366
2691,98,3,3,3,3,3,3,3,3,3,3,43.7411213027,-79.4918224235
1201,91,2,2,2,3,3,3,3,3,3,2,43.7413605871,-79.2245308289
2688,96,3,3,3,3,3,3,3,3,3,3,43.74138175,-79.4943018831
1977,97,1,3,2,3,3,3,3,3,3,2,43.741405449,-79.421193753
3463,99,3,3,3,3,3,3,3,3,3,3,43.7414398255,-79.3292349773
1760,76,1,2,3,3,3,3,3,3,3,1,43.7414399001,-79.231653804
2690,93,3,3,3,3,3,3,3,3,3,3,43.741511337,-79.493163994
1203,87,3,3,3,2,1,3,3,3,3,2,43.7415452404,-79.2234208704
3461,96,2,3,3,3,3,3,3,3,3,3,43.74157075,-79.328070218
1202,89,2,3,3,3,3,3,3,3,3,2,43.7415952202,-79.2240381371
1831,93,3,3,3,3,3,2,3,3,3,3,43.7416060868,-79.2819282185
2454,84,3,3,3,3,1,1,3,1,3,3,43.7416546097,-79.4370809747
2181,98,1,3,3,3,3,3,3,3,3,3,43.741665101,-79.566395335
3180,89,1,3,3,1,3,3,3,3,3,2,43.7416741492,-79.5406112434
525,82,2,3,3,3,3,0,0,0,3,3,43.7416935323,-79.5396641026
526,85,1,3,2,3,3,3,3,3,3,2,43.7417028619,-79.5393075079
1204,79,1,3,3,3,2,3,3,1,3,2,43.7417156898,-79.2228457117
2452,94,3,3,3,3,3,3,3,3,3,3,43.7418042011,-79.4363369566
1653,92,1,3,2,3,3,3,3,3,3,3,43.741815421,-79.4356700472
1978,86,3,3,2,3,3,3,3,3,3,2,43.74181716,-79.421301379
1832,88,2,3,3,3,3,3,3,3,3,3,43.7418231309,-79.2820268094
1205,78,1,3,3,3,3,3,3,3,3,2,43.7418275772,-79.221378358
2456,84,1,3,3,3,3,3,3,3,3,3,43.7418342537,-79.4371971572
1079,80,2,3,2,2,3,3,3,3,3,2,43.741909452,-79.486128625
2453,90,1,3,3,3,3,3,3,3,3,3,43.7419930803,-79.4364254778
1929,84,2,2,3,3,3,3,3,3,3,2,43.7420099966,-79.5008716177
2458,82,3,2,2,3,1,1,1,1,1,2,43.742014423,-79.4373039157
921,89,3,3,3,3,2,3,1,1,3,2,43.7420240548,-79.3085552863
2455,89,1,3,3,2,3,3,3,3,3,3,43.7421552614,-79.4365679609
2459,88,3,3,3,3,1,1,1,1,1,2,43.7422145294,-79.437433562
1654,89,1,3,2,3,3,3,3,3,3,2,43.7422578587,-79.4357863772
2461,84,3,3,2,3,1,3,3,1,2,2,43.7422758604,-79.4377256456
922,43,3,0,0,3,0,0,0,0,0,0,43.7423318181,-79.3064455289
2457,82,1,3,2,3,3,3,3,3,3,3,43.7424088558,-79.4365679178
1761,80,2,3,3,3,2,2,3,1,3,1,43.7424264798,-79.2319698725
2463,90,3,2,3,3,3,3,3,3,3,3,43.7424665293,-79.4377968737
547,88,2,3,2,3,3,3,3,3,3,3,43.742526167,-79.24582411
2591,92,2,3,2,3,3,3,3,3,3,2,43.7425320899,-79.4068095437
50,92,2,3,2,3,1,3,3,3,3,2,43.7425445347,-79.5934989026
2460,83,1,3,3,2,3,3,3,3,3,3,43.7425559066,-79.436710293
1655,83,3,3,3,3,3,3,3,3,3,2,43.7425586658,-79.4358613114
1206,84,3,1,3,2,1,3,1,3,3,1,43.7426229529,-79.22004925
1207,77,3,1,2,2,3,3,3,3,3,1,43.7426293696,-79.2196525266
2465,87,3,3,2,3,3,3,3,3,3,1,43.7426311682,-79.437605185
2462,76,1,3,2,2,3,3,3,3,1,2,43.7427089164,-79.4368688543
1656,95,3,3,2,3,3,3,3,3,3,3,43.7428392461,-79.4358673585
2467,92,3,3,2,3,3,1,1,1,1,3,43.7428477034,-79.4376504263
2464,92,1,3,3,3,3,3,3,3,3,3,43.7429016384,-79.4368905262
548,89,2,3,2,3,3,3,3,3,3,3,43.7429249533,-79.24595788
1930,93,1,3,3,3,2,3,2,1,2,2,43.7429406222,-79.5009610922
3544,91,2,2,3,3,3,3,3,3,3,2,43.742991631,-79.487132131
1018,85,3,3,2,3,1,1,1,1,3,2,43.7430013291,-79.1969715203
1860,88,3,3,3,3,1,1,1,1,1,2,43.743041447,-79.2825115341
2469,79,3,3,3,2,0,0,0,0,0,3,43.7430477683,-79.4377021661
2466,89,1,3,3,3,3,3,3,3,3,3,43.743072408,-79.4368800635
923,89,3,3,3,3,2,3,1,2,3,1,43.7431036198,-79.3070051699
1657,97,3,3,2,3,3,3,3,3,3,3,43.7431564667,-79.4359561971
3181,83,2,3,3,3,2,2,3,0,3,3,43.74317239,-79.541078057
1661,88,2,2,2,2,3,3,3,3,3,3,43.7432072766,-79.4350944029
2471,87,1,2,3,3,3,3,3,3,3,2,43.743239984,-79.4377635242
2468,72,3,2,2,3,3,1,3,3,1,2,43.743260449,-79.4368250474
2504,90,1,2,2,2,3,3,3,3,3,3,43.743273862,-79.487672479
51,92,3,3,2,3,3,3,3,3,3,3,43.7432814617,-79.5941314137
2885,94,3,3,2,3,3,3,3,3,3,3,43.7433324856,-79.3097740889
924,93,3,3,3,3,1,3,3,1,1,2,43.7433508938,-79.3059187753
696,82,2,2,2,3,3,3,3,3,3,2,43.743403556,-79.494536418
1658,86,1,3,2,3,3,3,3,3,3,2,43.7434082463,-79.4360131728
2470,84,1,3,3,3,3,3,3,3,3,3,43.7434226552,-79.4370080631
521,87,2,3,3,3,1,1,1,1,1,3,43.743508705,-79.31620178
2182,88,3,2,2,3,3,3,3,1,3,1,43.7435749087,-79.5669913807
1659,94,3,2,2,3,3,3,3,3,3,3,43.7437026681,-79.4360783017
697,91,3,2,3,3,3,3,3,3,3,3,43.743825485,-79.494530841
3183,97,1,3,3,3,3,3,3,3,3,0,43.7438256262,-79.539971481
1660,88,3,2,2,3,3,3,3,3,3,3,43.7439610802,-79.4361472401
2759,93,2,3,3,3,3,3,3,3,3,3,43.744001805,-79.488080953
699,87,2,3,3,2,3,3,3,3,3,3,43.744045267,-79.495145792
925,98,3,3,3,3,3,3,3,3,3,2,43.744062002,-79.303077426
698,84,2,3,2,3,3,3,3,3,3,2,43.744081781,-79.495035439
2886,93,3,3,3,3,3,3,3,3,3,3,43.7441147474,-79.310048062
1467,90,1,3,2,3,3,3,3,3,3,2,43.7441364184,-79.5943268787
2758,86,1,2,2,3,3,3,3,3,3,2,43.744216815,-79.487452613
3236,91,2,2,3,2,3,3,3,3,3,1,43.744225114,-79.585660851
3182,96,1,3,3,3,3,3,3,1,3,3,43.7442275359,-79.5409803297
1019,96,2,3,3,3,3,3,3,3,3,2,43.7443211202,-79.1973052974
1662,87,1,3,3,3,3,3,3,3,3,1,43.744444822,-79.4363242006
2246,96,3,3,3,3,1,1,3,3,3,3,43.7444973397,-79.5152533394
3184,95,1,3,3,3,3,3,3,3,3,3,43.7444981527,-79.5401163906
760,79,1,3,3,3,3,3,3,3,3,2,43.744527226,-79.2154577667
694,78,2,2,2,3,3,3,3,3,3,2,43.744563537,-79.493977594
861,94,2,3,3,3,3,3,3,3,3,3,43.744688035,-79.218768113
695,83,2,2,2,3,3,3,3,3,3,2,43.744692136,-79.494559581
1663,89,2,3,2,3,3,3,3,3,3,2,43.7447105707,-79.4354450198
2705,94,3,3,3,3,3,3,3,3,3,2,43.7447615515,-79.3267702279
2788,91,3,3,2,3,3,3,3,3,3,3,43.74483106,-79.489754669
1664,76,3,2,2,3,3,3,1,1,1,2,43.7449473955,-79.4355426861
926,84,2,3,2,3,2,2,3,3,3,2,43.7449592405,-79.2949788446
486,80,3,2,3,2,3,3,3,3,1,2,43.7449791335,-79.2174778122
52,77,1,2,1,3,3,3,3,3,3,1,43.745065572,-79.594920557
1208,73,3,1,2,1,1,3,3,3,1,1,43.7451271628,-79.2131571633
1693,70,3,2,3,3,1,1,1,1,1,3,43.7451902224,-79.4355554925
802,77,2,2,2,3,3,3,3,3,3,2,43.745263651,-79.583968046
1466,83,3,2,2,2,3,3,3,1,3,1,43.7453896515,-79.5931218294
2706,95,3,3,3,3,3,3,3,3,3,3,43.7454519682,-79.3263683748
1694,87,2,3,3,3,3,3,3,3,3,2,43.7454927714,-79.4364245515
1209,94,3,2,2,3,3,3,3,3,3,2,43.745612997,-79.211213593
82,81,3,3,3,3,3,3,3,3,3,2,43.7457790355,-79.2618378505
1696,78,1,2,2,3,3,3,3,3,3,2,43.74586214,-79.4365128127
53,85,3,3,2,3,3,3,3,1,3,3,43.745957155,-79.595120169
2429,89,2,2,2,3,1,3,3,3,3,2,43.745979183,-79.202034161
487,93,1,3,2,2,3,3,3,1,3,3,43.7460384485,-79.218063912
1698,80,1,3,2,2,3,3,3,3,3,3,43.746147891,-79.4365743
862,96,3,3,3,3,3,3,3,3,3,2,43.746190112,-79.2190765702
1695,83,1,3,2,2,3,3,3,3,3,3,43.746407389,-79.435862592
1697,79,1,2,1,3,3,3,3,3,3,3,43.746615983,-79.435910637
1833,92,2,3,3,3,3,3,3,3,3,2,43.7467361974,-79.2840523201
2394,88,3,2,1,3,3,3,3,3,3,2,43.746846876,-79.514027683
1080,89,3,3,3,3,1,1,1,1,1,3,43.746940764,-79.488468802
2393,96,3,3,3,3,2,2,2,1,3,3,43.746959357,-79.513143818
1403,83,2,2,2,2,1,2,3,2,3,2,43.747070571,-79.562597925
927,91,3,3,3,3,2,3,3,1,3,2,43.7470832962,-79.2854390765
277,93,3,3,2,3,3,3,3,3,3,2,43.7471776431,-79.5819972103
2248,86,2,2,2,3,3,3,3,3,3,3,43.7474006174,-79.5159466744
928,77,3,2,3,3,1,1,1,1,1,1,43.74754495,-79.282543921
2889,78,1,1,3,3,3,3,3,2,3,1,43.7475988109,-79.3111844084
2247,89,2,2,2,3,3,3,3,3,3,3,43.7476852259,-79.5146324564
1045,79,3,2,1,3,1,3,1,1,3,1,43.747732393,-79.310648196
1700,72,2,2,3,2,3,3,3,3,3,3,43.7478559496,-79.4370573738
1081,85,2,3,2,2,3,3,3,3,3,2,43.748015635,-79.487900293
1699,91,3,3,3,3,3,3,3,3,3,3,43.7480692868,-79.436244411
1402,94,3,3,3,3,2,2,2,3,3,1,43.748128033,-79.563243432
279,95,3,3,3,3,3,3,3,3,3,3,43.7481679361,-79.577118319
278,90,3,1,3,3,3,3,3,3,3,2,43.7482299219,-79.5783390119
803,89,3,2,3,3,3,3,3,3,3,2,43.748495858,-79.583366602
1701,90,3,2,3,3,3,1,3,3,3,3,43.7485751194,-79.437302788
2249,91,2,3,3,3,3,3,3,3,3,2,43.7486644671,-79.5146201429
1015,94,3,3,3,3,3,3,3,3,3,3,43.7488905549,-79.5504144221
804,89,3,3,2,3,3,3,3,3,3,3,43.749099512,-79.584064323
929,72,2,3,3,3,1,1,1,1,1,1,43.7491756085,-79.2789651646
328,88,3,3,3,2,1,1,1,1,3,3,43.74918598,-79.563851453
863,81,1,2,3,2,3,3,3,3,3,1,43.749222652,-79.2207962727
930,93,3,3,3,3,1,1,1,1,3,2,43.7493270741,-79.2783368218
2280,83,2,2,3,3,3,3,3,3,3,2,43.749331772,-79.549426967
931,92,2,3,3,3,2,3,3,3,3,3,43.749400376,-79.2779437479
1400,82,1,2,2,3,2,2,2,3,3,2,43.749436556,-79.548159932
1702,88,2,3,3,2,3,3,3,3,3,2,43.7495949596,-79.4376915029
1399,77,1,2,2,3,2,1,2,0,3,2,43.749611484,-79.54723458
1481,98,1,3,3,3,3,3,3,3,3,3,43.7496851095,-79.55739159
1401,92,3,3,3,3,3,3,3,3,3,3,43.749760836,-79.550868013
3185,75,1,2,2,2,3,3,3,3,3,2,43.749810629,-79.543432658
83,74,1,2,2,1,3,3,3,3,3,1,43.7499873653,-79.2636073728
1295,91,3,3,2,3,3,3,3,3,3,3,43.7500169368,-79.4379486649
1703,80,2,3,3,2,1,1,3,1,3,3,43.7500704294,-79.4375522258
2251,79,3,2,3,3,2,3,3,3,3,2,43.750094613,-79.516913628
28,91,2,3,3,3,3,3,3,3,3,2,43.750117696,-79.220863337
1082,91,2,3,2,2,3,3,3,3,3,2,43.7502134864,-79.488226656
2250,87,2,1,1,2,3,3,3,3,3,2,43.750216797,-79.515167827
1704,76,1,2,2,3,3,3,3,3,3,2,43.7503482219,-79.4375870637
29,93,1,3,3,3,3,3,3,3,3,2,43.7506077851,-79.2210328403
1482,95,3,3,3,3,3,2,3,3,3,3,43.7506086737,-79.5580653576
1398,78,1,2,2,3,2,3,2,3,3,1,43.750621289,-79.544032103
84,86,3,2,2,3,3,3,3,3,3,2,43.750636326,-79.2638428764
2757,81,2,2,2,3,1,1,1,1,1,3,43.7508224875,-79.4620209197
2474,79,3,1,2,3,3,3,3,3,3,1,43.750896864,-79.31418886
3416,93,1,3,3,3,3,3,3,3,3,2,43.751017702,-79.402305283
434,73,1,2,2,3,1,3,3,1,3,2,43.7511483154,-79.5114796645
1397,98,3,3,3,3,3,3,3,3,3,3,43.751182532,-79.544580941
688,93,3,3,2,3,2,3,3,3,3,3,43.75125271,-79.332754959
787,92,3,3,2,3,3,3,3,3,3,3,43.751490726,-79.2033413635
3415,90,3,2,3,3,3,3,3,3,3,1,43.751505712,-79.402827155
2693,94,3,3,3,3,1,3,3,3,3,3,43.75162192,-79.4974696596
