_id,EVENT_UNIQUE_ID,OCCURRENCE_YEAR,OCCURRENCE_DATE,OCCURRENCE_TIME,REPORTED_YEAR,REPORTED_DATE,REPORTED_TIME,DIVISION,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,MULTIPLE_BIAS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,ARREST_MADE
423,GO-20201863275,2020,2020-09-17,1730,2020,2020-10-01,818,D51,Public Transportation,NO,NO,South Asian,None,None,None,None,None,No,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),No
424,GO-20201762990,2020,2020-09-17,1210,2020,2020-09-17,1238,D13,Public Transportation,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,096,Casa Loma (96),096,Casa Loma (96),No
425,GO-20201785473,2020,2020-09-20,1450,2020,2020-09-20,1453,D51,Other Commercial / Corporate Places ,NO,NO,None,Indian,None,None,None,None,No,Assault,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),No
426,GO-20201809326,2020,2020-09-23,1940,2020,2020-09-23,1945,D13,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Catholic,None,None,No,"Mischief To Religious Property, Educational Institutions, Etc.",096,Casa Loma (96),096,Casa Loma (96),No
427,GO-20201822351,2020,2020-09-25,1530,2020,2020-09-25,2033,D11,Streets/Roadways/Highway,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),No,Assault,090,Junction Area (90),090,Junction Area (90),No
428,GO-20201851383,2020,2020-09-29,1437,2020,2020-09-29,1437,D43,Streets/Roadways/Highway,NO,NO,None,Filipino,None,None,None,None,No,Assault With a Weapon,136,West Hill (136),136,West Hill (136),Yes
429,GO-20201856358,2020,2020-09-29,1800,2020,2020-09-30,923,D43,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,No,Mischief Interfere With Property,134,Highland Creek (134),134,Highland Creek (134),No
430,GO-20201858823,2020,2020-09-30,1240,2020,2020-09-30,1441,D32,Other Commercial / Corporate Places ,NO,NO,None,Chinese,None,None,None,None,No,Assault,037,Willowdale West (37),037,Willowdale West (37),No
431,GO-20201871659,2020,2020-09-30,1200,2020,2020-10-02,1209,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,None,Gay,None,No,Criminal Harassment,063,The Beaches (63),063,The Beaches (63),No
432,GO-20201910126,2020,2020-10-02,949,2020,2020-10-08,956,D55,Public Transportation,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),No
433,GO-20201882595,2020,2020-10-03,0,2020,2020-10-04,141,D52,Business/Retail,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),No
434,GO-20201891819,2020,2020-10-05,1823,2020,2020-10-05,1823,D55,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,059,Danforth East York (59),059,Danforth East York (59),No
435,GO-20201916873,2020,2020-10-09,923,2020,2020-10-09,923,D32,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,037,Willowdale West (37),037,Willowdale West (37),No
436,GO-20201931977,2020,2020-10-11,1415,2020,2020-10-11,1416,D32,Streets/Roadways/Highway,NO,NO,None,Other Ethnicity not mentioned,None,None,None,None,No,Mischief Under $5000,151,Yonge-Doris (151),051,Willowdale East (51),No
437,GO-20201937709,2020,2020-10-12,300,2020,2020-10-12,1637,D52,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),No
438,GO-20201953862,2020,2020-10-13,2330,2020,2020-10-15,323,D53,Business/Retail,NO,NO,None,Other Ethnicity not mentioned,None,None,None,None,No,Assault With a Weapon,056,Leaside-Bennington (56),056,Leaside-Bennington (56),No
439,GO-20201956347,2020,2020-10-14,1145,2020,2020-10-15,901,D55,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,059,Danforth East York (59),059,Danforth East York (59),No
440,GO-20201954792,2020,2020-10-15,0,2020,2020-10-15,8,D11,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,Jewish,None,None,Yes,Mischief Under $5000,091,Weston-Pelham Park (91),091,Weston-Pelham Park (91),No
441,GO-20201983702,2020,2020-10-15,1613,2020,2020-10-19,1309,D51,Non-Commercial/Non for Profit,NO,NO,Black,None,None,None,None,None,No,Uttering Threats - Bodily Harm,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),Yes
442,GO-20201981944,2020,2020-10-15,1915,2020,2020-10-19,847,D53,Streets/Roadways/Highway,NO,NO,None,None,None,None,Gay,None,No,Assault,055,Thorncliffe Park (55),055,Thorncliffe Park (55),No
443,GO-20201959246,2020,2020-10-15,1634,2020,2020-10-15,1635,D22,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,012,Markland Wood (12),012,Markland Wood (12),No
444,GO-20201971651,2020,2020-10-17,1350,2020,2020-10-17,1406,D42,"Open Area, Park or Parking Lot",NO,NO,None,Arab,None,None,None,None,No,Criminal Harassment,147,L'Amoreaux West (147),117,L'Amoreaux (117),Yes
445,GO-20201971657,2020,2020-10-17,1450,2020,2020-10-17,1450,D51,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),No
446,GO-20201998336,2020,2020-10-21,1532,2020,2020-10-21,1532,D55,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,059,Danforth East York (59),059,Danforth East York (59),No
447,GO-20202026971,2020,2020-10-25,1855,2020,2020-10-25,1855,D55,Streets/Roadways/Highway,NO,NO,Black,None,None,Jewish,None,None,Yes,Mischief Under $5000,057,Broadview North (57),057,Broadview North (57),No
448,GO-20202080364,2020,2020-10-25,1604,2020,2020-10-29,1237,D32,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,YES,None,None,None,None,None,None,Yes,Wilful Promotion of Hatred,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),No
449,GO-20202023578,2020,2020-10-25,30,2020,2020-10-25,806,D33,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),No
450,GO-20202046789,2020,2020-10-26,0,2020,2020-10-28,1603,D13,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,Gay,None,No,Mischief Under $5000,094,Wychwood (94),094,Wychwood (94),Yes
451,GO-20202038221,2020,2020-10-26,1800,2020,2020-10-27,1243,D33,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),No
452,GO-20202046979,2020,2020-10-27,2200,2020,2020-10-28,1628,D14,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Jewish,None,None,No,"Mischief To Religious Property, Educational Institutions, Etc.",080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),No
453,GO-20202125777,2020,2020-10-28,1704,2020,2020-11-09,1055,D32,Public Transportation,NO,NO,None,None,None,Jewish,None,None,No,Assault,105,Lawrence Park North (105),105,Lawrence Park North (105),No
454,GO-20202050965,2020,2020-10-29,900,2020,2020-10-29,902,D52,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,164,Wellington Place (164),077,Waterfront Communities-The Island (77),No
455,GO-20202065537,2020,2020-10-31,1120,2020,2020-10-31,1120,D43,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,134,Highland Creek (134),134,Highland Creek (134),No
456,GO-20202078892,2020,2020-11-02,1030,2020,2020-11-02,1220,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),No
457,GO-20202091909,2020,2020-11-03,1345,2020,2020-11-04,1711,D55,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,No,Harassing Communications,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),No
458,GO-20202099014,2020,2020-11-03,1400,2020,2020-11-05,1108,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Criminal Harassment,057,Broadview North (57),057,Broadview North (57),No
459,GO-20202099535,2020,2020-11-05,1219,2020,2020-11-05,1222,D53,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,No,Assault,097,Yonge-St.Clair (97),097,Yonge-St.Clair (97),No
460,GO-20202106539,2020,2020-11-06,400,2020,2020-11-06,1245,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,074,North St.James Town (74),074,North St.James Town (74),No
461,GO-20202113151,2020,2020-11-07,1120,2020,2020-11-07,1130,D42,Streets/Roadways/Highway,NO,NO,None,Chinese,None,None,None,None,No,Assault,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),No
462,GO-20202139621,2020,2020-11-10,1200,2020,2020-11-11,1027,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,Jewish,None,None,Yes,Mischief Under $5000,062,East End-Danforth (62),062,East End-Danforth (62),No
463,GO-20202140674,2020,2020-11-11,1200,2020,2020-11-11,1239,D33,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),No
464,GO-20202150331,2020,2020-11-11,1400,2020,2020-11-12,2000,D55,Streets/Roadways/Highway,NO,NO,None,None,None,None,2SLGBTQ+,None,No,Criminal Harassment,069,Blake-Jones (69),069,Blake-Jones (69),No
465,GO-20202146918,2020,2020-11-12,836,2020,2020-11-12,1212,D52,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,White,None,None,None,None,None,No,Uttering Threats - Bodily Harm,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),Yes
466,GO-20202160722,2020,2020-11-14,1120,2020,2020-11-14,1129,NSA,Streets/Roadways/Highway,NO,NO,None,None,None,Catholic,None,None,No,Assault,NSA,NSA,NSA,NSA,No
467,GO-20202185440,2020,2020-11-16,1415,2020,2020-11-18,817,D11,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,None,None,None,None,None,No,Disturbing Religious Worship Or Certain Meetings,088,High Park North (88),088,High Park North (88),No
468,GO-20202257681,2020,2020-11-23,1955,2020,2020-11-29,1949,D55,Streets/Roadways/Highway,NO,NO,None,Chinese,None,None,None,None,No,Assault,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),Yes
469,GO-20202231230,2020,2020-11-25,930,2020,2020-11-25,1021,D51,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Assault Peace Officer,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),Yes
470,GO-20202230383,2020,2020-11-25,658,2020,2020-11-25,855,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),No
471,GO-20202249100,2020,2020-11-27,1430,2020,2020-11-27,2345,D43,Public Transportation,NO,NO,None,None,None,Muslim,None,None,No,Assault,123,Cliffcrest (123),123,Cliffcrest (123),No
472,GO-20202253077,2020,2020-11-28,1150,2020,2020-11-28,1156,D22,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,Jewish,None,None,Yes,Mischief Under $5000,018,New Toronto (18),018,New Toronto (18),No
473,GO-20202271709,2020,2020-12-01,1602,2020,2020-12-01,1602,D14,Streets/Roadways/Highway,NO,NO,None,African,None,None,None,None,No,Assault With a Weapon,164,Wellington Place (164),077,Waterfront Communities-The Island (77),Yes
474,GO-20202298052,2020,2020-12-04,2200,2020,2020-12-05,1547,D14,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Catholic,None,None,No,"Mischief To Religious Property, Educational Institutions, Etc.",095,Annex (95),095,Annex (95),Yes
475,GO-20202310385,2020,2020-12-07,1330,2020,2020-12-07,1640,D32,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,153,Avondale (153),051,Willowdale East (51),No
476,GO-20202322665,2020,2020-12-08,1430,2020,2020-12-09,1402,D55,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),No
477,GO-20202334437,2020,2020-12-11,1018,2020,2020-12-11,1018,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,None,No,Uttering Threats - Bodily Harm,073,Moss Park (73),073,Moss Park (73),Yes
478,GO-20202352313,2020,2020-12-13,2157,2020,2020-12-14,1414,D14,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Catholic,None,None,No,"Mischief To Religious Property, Educational Institutions, Etc.",095,Annex (95),095,Annex (95),Yes
479,GO-20202379836,2020,2020-12-17,1940,2020,2020-12-18,1315,D31,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Harassing Communications,155,Downsview (155),026,Downsview-Roding-CFB (26),No
480,GO-20202381048,2020,2020-12-18,1400,2020,2020-12-18,1819,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),No
481,GO-20202403949,2020,2020-12-19,1200,2020,2020-12-22,1407,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,162,West Queen West (162),082,Niagara (82),No
482,GO-20202407120,2020,2020-12-21,2330,2020,2020-12-22,2110,D33,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),No
483,GO-20202405430,2020,2020-12-22,1617,2020,2020-12-22,1634,D33,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),No
484,GO-20202436524,2020,2020-12-22,800,2020,2020-12-28,1433,D51,Other Commercial / Corporate Places ,NO,NO,None,None,None,Muslim,None,None,No,Uttering Threats - Bodily Harm,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),No
485,GO-20202408902,2020,2020-12-23,0,2020,2020-12-23,1053,D14,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Catholic,None,None,No,"Mischief To Religious Property, Educational Institutions, Etc.",095,Annex (95),095,Annex (95),Yes
486,GO-20202416423,2020,2020-12-23,2100,2020,2020-12-24,1255,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Interfere With Property,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),No
487,GO-2021106655,2021,2021-01-01,0,2021,2021-01-17,2304,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,White,None,None,None,2SLGBTQ+,None,Yes,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),No
488,GO-20212107726,2021,2021-01-01,1200,2021,2021-11-02,830,D43,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),No,Criminal Harassment,136,West Hill (136),136,West Hill (136),No
489,GO-20218566,2021,2021-01-02,1530,2021,2021-01-02,1747,D53,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),No
490,GO-202125497,2021,2021-01-04,800,2021,2021-01-05,1334,D32,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Jewish,None,None,No,Disturbing Religious Worship Or Certain Meetings,034,Bathurst Manor (34),034,Bathurst Manor (34),No
491,GO-202173071,2021,2021-01-12,1717,2021,2021-01-12,1717,D13,Streets/Roadways/Highway,NO,NO,White,None,None,None,None,None,No,Assault,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),No
492,GO-202180953,2021,2021-01-13,2016,2021,2021-01-13,2016,D42,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,No,Assault,148,East L'Amoreaux (148),117,L'Amoreaux (117),No
493,GO-2021106201,2021,2021-01-17,1752,2021,2021-01-17,1933,D51,NA,NO,NO,Black,None,None,None,None,None,No,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),No
494,GO-2021138201,2021,2021-01-22,1245,2021,2021-01-22,1632,D32,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,153,Avondale (153),051,Willowdale East (51),No
495,GO-2021167353,2021,2021-01-24,1655,2021,2021-01-27,757,D52,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Catholic,None,None,No,"Mischief To Religious Property, Educational Institutions, Etc.",169,Bay-Cloverhill (169),076,Bay Street Corridor (76),No
496,GO-2021170495,2021,2021-01-26,1900,2021,2021-01-27,1800,D51,Streets/Roadways/Highway,NO,NO,Other race not mentioned,None,None,None,None,None,No,Mischief Under $5000,074,North St.James Town (74),074,North St.James Town (74),No
497,GO-2021168331,2021,2021-01-27,1039,2021,2021-01-27,1039,D51,Other Commercial / Corporate Places ,NO,NO,None,Indian,None,None,None,None,No,Uttering Threats - Bodily Harm,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),Yes
498,GO-2021175910,2021,2021-01-28,1217,2021,2021-01-28,1217,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,2SLGBTQ+,None,Yes,Mischief Under $5000,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),No
499,GO-2021176294,2021,2021-01-28,950,2021,2021-01-28,1353,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,No,Other Criminal Code Offence Not Listed,037,Willowdale West (37),037,Willowdale West (37),No
500,GO-2021176592,2021,2021-01-28,1330,2021,2021-01-28,1449,D43,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,135,Morningside (135),135,Morningside (135),No
501,GO-2021208943,2021,2021-02-02,200,2021,2021-02-02,1501,D52,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,No,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),No
502,GO-2021298910,2021,2021-02-06,1400,2021,2021-02-16,1237,D55,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,None,None,None,None,None,No,Disturbing Religious Worship Or Certain Meetings,060,Woodbine-Lumsden (60),060,Woodbine-Lumsden (60),No
503,GO-2021261871,2021,2021-02-10,1345,2021,2021-02-10,1442,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,None,No,Assault,074,North St.James Town (74),074,North St.James Town (74),No
504,GO-2021293547,2021,2021-02-15,1444,2021,2021-02-15,1444,D33,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,150,Fenside-Parkwoods (150),045,Parkwoods-Donalda (45),No
505,GO-2021296866,2021,2021-02-16,528,2021,2021-02-16,528,D43,Other Commercial / Corporate Places ,NO,NO,East/Southeast Asian,None,None,None,None,None,No,Uttering Threats - Bodily Harm,139,Scarborough Village (139),139,Scarborough Village (139),Yes
506,GO-2021306505,2021,2021-02-16,1444,2021,2021-02-17,1445,D43,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,Black,None,None,None,None,None,No,Uttering Threats - Bodily Harm,135,Morningside (135),135,Morningside (135),Yes
507,GO-2021349922,2021,2021-02-16,1200,2021,2021-02-24,1133,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Uttering Threats - Bodily Harm,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),No
508,GO-2021330327,2021,2021-02-20,1600,2021,2021-02-21,1056,D22,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,158,Islington (158),014,Islington-City Centre West (14),No
509,GO-2021336476,2021,2021-02-22,1135,2021,2021-02-22,1245,D32,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,Gay,None,No,Uttering Threats - Bodily Harm,037,Willowdale West (37),037,Willowdale West (37),Yes
510,GO-2021356262,2021,2021-02-23,825,2021,2021-02-25,1027,D51,Public Transportation,NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,073,Moss Park (73),073,Moss Park (73),No
511,GO-2021348769,2021,2021-02-24,820,2021,2021-02-24,834,D52,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,No,Assault With a Weapon,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),No
512,GO-2021359774,2021,2021-02-25,645,2021,2021-02-25,1949,D32,Other Commercial / Corporate Places ,NO,NO,East/Southeast Asian,None,None,None,None,None,No,Uttering Threats - Bodily Harm,050,Newtonbrook East (50),050,Newtonbrook East (50),No
513,GO-2021363989,2021,2021-02-26,845,2021,2021-02-27,150,D12,Streets/Roadways/Highway,NO,NO,None,Chinese,None,None,None,None,No,Assault,028,Rustic (28),028,Rustic (28),Yes
514,GO-2021373346,2021,2021-02-27,2112,2021,2021-02-27,2112,D51,Streets/Roadways/Highway,NO,NO,None,None,None,Muslim,None,None,No,Assault With a Weapon,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),Yes
515,GO-2021377606,2021,2021-02-28,1512,2021,2021-02-28,1542,D42,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,No,Assault,116,Steeles (116),116,Steeles (116),No
516,GO-2021501349,2021,2021-03-01,1,2021,2021-03-18,1649,D23,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,001,West Humber-Clairville (1),001,West Humber-Clairville (1),No
517,GO-20211555000,2021,2021-03-01,1800,2021,2021-08-18,2138,D53,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,Transgender Woman (Identifies As Woman),Yes,Uttering Threats - Bodily Harm,095,Annex (95),095,Annex (95),Yes
518,GO-2021398901,2021,2021-03-02,1542,2021,2021-03-03,1714,D23,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,No,Uttering Threats - Bodily Harm,008,Humber Heights-Westmount (8),008,Humber Heights-Westmount (8),No
519,GO-2021394695,2021,2021-03-02,2200,2021,2021-03-03,630,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,043,Victoria Village (43),043,Victoria Village (43),No
520,GO-2021431308,2021,2021-03-07,154,2021,2021-03-08,1455,D55,Public Transportation,NO,NO,None,None,None,Muslim,None,None,No,Mischief Under $5000,069,Blake-Jones (69),069,Blake-Jones (69),No
521,GO-2021430023,2021,2021-03-08,1143,2021,2021-03-08,1143,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,034,Bathurst Manor (34),034,Bathurst Manor (34),No
522,GO-2021443523,2021,2021-03-10,840,2021,2021-03-10,840,D22,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,018,New Toronto (18),018,New Toronto (18),No
523,GO-2021450409,2021,2021-03-10,1000,2021,2021-03-11,759,D53,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,No,Mischief Interfere With Property,099,Mount Pleasant East (99),099,Mount Pleasant East (99),Yes
524,GO-2021451622,2021,2021-03-11,1106,2021,2021-03-11,1106,D42,Streets/Roadways/Highway,NO,NO,None,None,None,Muslim,None,None,No,Assault,145,Malvern West (145),132,Malvern (132),Yes
525,GO-2021461591,2021,2021-03-12,1000,2021,2021-03-12,1822,D52,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,No,Assault,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),No
526,GO-2021462708,2021,2021-03-13,923,2021,2021-03-13,923,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,Iranian,None,None,None,None,No,Harassing Communications,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),No
527,GO-2021472715,2021,2021-03-14,1417,2021,2021-03-14,1417,D32,Public Transportation,NO,NO,None,None,None,Jewish,None,None,No,Mischief Interfere With Property,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),No
528,GO-2021475428,2021,2021-03-14,2211,2021,2021-03-15,1314,D51,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),No
529,GO-2021486994,2021,2021-03-15,700,2021,2021-03-17,1525,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,YES,None,None,None,None,2SLGBTQ+,None,Yes,Mischief Under $5000,033,Clanton Park (33),033,Clanton Park (33),No
530,GO-2021502130,2021,2021-03-18,2003,2021,2021-03-18,2248,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,2SLGBTQ+,None,Yes,Wilful Promotion of Hatred,066,Danforth (66),066,Danforth (66),No
531,GO-2021557630,2021,2021-03-19,1718,2021,2021-03-26,1926,D12,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,Jewish,None,None,No,Uttering Threats - Bodily Harm,110,Keelesdale-Eglinton West (110),110,Keelesdale-Eglinton West (110),Yes
532,GO-2021663948,2021,2021-03-20,1420,2021,2021-04-13,51,D11,Public Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,No,Assault,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),Yes
533,GO-2021522157,2021,2021-03-20,30,2021,2021-03-22,213,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Muslim,None,None,No,Mischief Under $5000,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),No
534,GO-2021530321,2021,2021-03-22,2045,2021,2021-03-22,2227,D42,Public Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,No,Mischief Under $5000,130,Milliken (130),130,Milliken (130),No
535,GO-2021530017,2021,2021-03-22,1600,2021,2021-03-22,2004,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Jewish,None,Woman,Yes,Uttering Threats - Bodily Harm,163,Fort York-Liberty Village (163),082,Niagara (82),No
